,created_at,file_name,followers,friends,group_name,location,retweet_count,screenname,search_query,text,twitter_id,username,polarity,partition_0,partition_1,created_at
,2020-07-09 11:33:09,Liverpool,2249,1331,Liverpool FC,Liverpool/Norwich/Barnsley,1,dmoxon_,#liverpoolfc OR #YNWA OR #LFC,RT @TheKopiteOFF: 📝| NEW: #LFC closed in on several Premier League records after the win at the Amex stadium.  @LawroOJ picks out the Reds’…,1281189643480977413,Daniel Moxon,0.5859,EPL,Liverpool,
,2020-07-09 11:33:08,Liverpool,604,943,Liverpool FC,,147,AdedejiMercyGb1,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281189642302304256,Mercyade,0.4574,EPL,Liverpool,
,2020-07-09 11:33:08,Liverpool,153,105,Liverpool FC,United Kingdom,176,MrNiCeG55313207,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281189640859508736,SIMI-SCOUSER 😃,0.8176,EPL,Liverpool,
,2020-07-09 11:33:02,Liverpool,14632,145,Liverpool FC,"Liverpool, England",1,TheKopiteOFF,#liverpoolfc OR #YNWA OR #LFC,📝| NEW: #LFC closed in on several Premier League records after the win at the Amex stadium.  @LawroOJ picks out the… https://t.co/A4eGcJ6K16,1281189615647576066,The Kopite (🏆19),0.5859,EPL,Liverpool,
,2020-07-09 11:33:00,Liverpool,70951,1179,Liverpool FC,"London, England",0,CoachesVoice,#liverpoolfc OR #YNWA OR #LFC,🆕 Liverpool vs Manchester City: Where the title was won and lost  🏆 #LFC #MCFC,1281189606789124096,The Coaches' Voice,0.34,EPL,Liverpool,
,2020-07-09 11:32:59,Liverpool,647,450,Liverpool FC,"Karachi, Pakistan",627,UsmanMu79813,#liverpoolfc OR #YNWA OR #LFC,RT @GWijnaldum: Happy to get the W tonight! 💪🏾💪🏾 On to the next 👊🏾🔴 #BHALIV #YNWA https://t.co/C7M20whURh,1281189604738174983,MUHAMMAD USMAN💵💰🥰,0.6114,EPL,Liverpool,
,2020-07-09 11:32:45,Liverpool,251,648,Liverpool FC,"New York, NY",0,Jmooney11,#liverpoolfc OR #YNWA OR #LFC,Must be tough for United fans never seeing a United team as good as the current Liverpool and city teams ? #LFC… https://t.co/WIxG9b14Ix,1281189546286350336,Jason Mooney,0.7906,EPL,Liverpool,
,2020-07-09 11:32:31,Liverpool,997,1208,Liverpool FC,"Lagos, Nigeria",147,kelzdavid,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281189487876419584,KEL,0.4574,EPL,Liverpool,
,2020-07-09 11:32:24,Liverpool,95,366,Liverpool FC,"Liverpool, England",176,Kslyms,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281189454846312449,Lfcslyms,0.8176,EPL,Liverpool,
,2020-07-09 11:32:15,Liverpool,2723,2945,Liverpool FC,"Paradise,",297,___elyaakub,#liverpoolfc OR #YNWA OR #LFC,RT @TheKop_com: The best fans in the world 🌍🔴 #LFC  https://t.co/EEAbUqhX4v,1281189418989166593,Aljannah❤️🤲,0.6369,EPL,Liverpool,
,2020-07-09 11:32:04,Liverpool,614,514,Liverpool FC,"Toulouse, France",242,Alphataran,#liverpoolfc OR #YNWA OR #LFC,RT @LFC: Jürgen Klopp on...   ▪️ #BHALIV result and performance ▪️ @MoSalah's brace  ▪️ Trio's 250 goals  ▪️ Keita’s performance  ▪️ Whethe…,1281189372742729728,🅐🅛🅟🅗🅐_🅣🅐🅡🅐🅝,0.0,EPL,Liverpool,
,2020-07-09 11:31:57,Liverpool,36,209,Liverpool FC,England,176,SoccerBallIndex,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281189342858395648,SoccerBallIndexLid,0.8176,EPL,Liverpool,
,2020-07-09 11:31:45,Liverpool,537,583,Liverpool FC,"Birkenhead, England",206,cordyboa,#liverpoolfc OR #YNWA OR #LFC,RT @BenWebbLFC: 92 points with four games left. 23 points ahead of 2nd. What a team this is.  Wasn’t that long ago we were fighting in the…,1281189293369761793,john caldicott,-0.3612,EPL,Liverpool,
,2020-07-09 11:31:41,Liverpool,420,366,Liverpool FC,,1,Soilsum1,#liverpoolfc OR #YNWA OR #LFC,RT @Soilsum1: Rumours saying that Thiago could be moving to Liverpool for €35m! 🇪🇸➡️🔴  Would you like to see him get a #OTW next season?  #…,1281189276416446465,SoilsumFUT,0.4199,EPL,Liverpool,
,2020-07-09 11:31:40,Liverpool,632,658,Liverpool FC,"London, England",0,LondonKilgallon,#liverpoolfc OR #YNWA OR #LFC,Limited edition Red Zeha Liverpool. Exclusive in the U.K. to my #Hampstead store &amp; online shop. Link to bio.… https://t.co/9CUoeW2Ko0,1281189273954328577,Tom Kilgallon London,-0.1027,EPL,Liverpool,
,2020-07-09 11:31:24,Liverpool,824,1095,Liverpool FC,free Palestine ,0,ShaneLongV3,#liverpoolfc OR #YNWA OR #LFC,@TkMino18 @TheImmortalKop Is right la #YNWA #WeAreLiverpool #ThisMeansMore #AllezAllezAllez #ThisIsAnfield #Anfield… https://t.co/4B7VpRVmWH,1281189206103072768,liam,0.0,EPL,Liverpool,
,2020-07-09 11:31:18,Liverpool,2208,3065,Liverpool FC,Ghana,147,_Heliosthesun_,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281189180287135745,Helios❤🇬🇭,0.4574,EPL,Liverpool,
,2020-07-09 11:31:13,Liverpool,980,2174,Liverpool FC,"off flint, north wales",206,Shaunsheep2,#liverpoolfc OR #YNWA OR #LFC,RT @BenWebbLFC: 92 points with four games left. 23 points ahead of 2nd. What a team this is.  Wasn’t that long ago we were fighting in the…,1281189160251019264,Shaun 'sheep' Jones,-0.3612,EPL,Liverpool,
,2020-07-09 11:31:11,Liverpool,15,206,Liverpool FC,,0,LeonOCo83694831,#liverpoolfc OR #YNWA OR #LFC,@siaaannnnnn Gwan boys in red 💯😍#YNWA,1281189151157649408,Leon O Connor,0.0,EPL,Liverpool,
,2020-07-09 11:31:08,Liverpool,52,139,Liverpool FC,Hong Kong,0,uncle_three,#liverpoolfc OR #YNWA OR #LFC,"@JohnNes04726915 @LFC once🔴, 4ever🔴 #YNWA",1281189137605816320,U3,0.0,EPL,Liverpool,
,2020-07-09 11:31:00,Liverpool,45838,1791,Liverpool FC,Liverpool,1,Knox_Harrington,#liverpoolfc OR #YNWA OR #LFC,RT @TheAnfieldWrap: 🗣 Brighton &amp; Hove Albion 1 Liverpool 3: The Review | #Reaction | #LFC   Dissecting the finer details of Klopp’s approac…,1281189104512876546,Neil Atkinson,0.0,EPL,Liverpool,
,2020-07-09 11:30:57,Liverpool,17,1,Liverpool FC,,0,PLrewind,#liverpoolfc OR #YNWA OR #LFC,"Leicester 1:0 Liverpool ⚽ Tony Cottee 79 ⚽   📅 Saturday, 31. October 1998 🏟 Filbert Street (Leicester / England) 👬 21,837 #LCFC #LFC",1281189093779668995,Premier League rewind,0.0,EPL,Liverpool,
,2020-07-09 11:30:46,Liverpool,563,1163,Liverpool FC,"Bordeaux, France",60,Litcheute8lfc,#liverpoolfc OR #YNWA OR #LFC,RT @LFCphoto: Queue for a #KloppHug.  #LFC #BHALIV https://t.co/JcHRyUwzss,1281189043666145285,ÎrFãńë Champion d’Angleterre 🏆🏅❤️,0.0,EPL,Liverpool,
,2020-07-09 11:30:43,Liverpool,563,1163,Liverpool FC,"Bordeaux, France",75,Litcheute8lfc,#liverpoolfc OR #YNWA OR #LFC,"RT @JamesPearceLFC: HT: Brighton 1 #LFC 2: Flying start from the champions with Salah and Henderson striking inside eight minutes. However,…",1281189034887458816,ÎrFãńë Champion d’Angleterre 🏆🏅❤️,0.5267,EPL,Liverpool,
,2020-07-09 11:30:30,Liverpool,652,137,Liverpool FC,"Панагюрище, България",48,BoykoNikolov,#liverpoolfc OR #YNWA OR #LFC,RT @1JohnAchterberg: Great win of the boys @LFC worked hard for the win 🔴👌👊#LFC https://t.co/8xUoUZ9hIV,1281188978872418305,Бойко Николов 🤘,0.9062,EPL,Liverpool,
,2020-07-09 11:30:29,Liverpool,1299,1108,Liverpool FC,"Dar es Salaam, Tanzania",147,Ames777777,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281188972853633027,theisraelite77,0.4574,EPL,Liverpool,
,2020-07-09 11:30:20,Liverpool,266,159,Liverpool FC,,5,dineshchoudh4ry,#liverpoolfc OR #YNWA OR #LFC,RT @HarrisCreativ3: Can #Flash chase down the golden boot?  #Mo #Salah #Superhero #PremierLeague #Champions #Liverpool #LFC #Football x #Co…,1281188935956226050,Dinesh 🇮🇳,0.0,EPL,Liverpool,
,2020-07-09 11:30:18,Liverpool,106,187,Liverpool FC,,428,RockyAnfield,#liverpoolfc OR #YNWA OR #LFC,RT @AXA_Ireland: We have 5 @LFC training shirts signed by Caoimhín Kelleher to giveaway! RT to enter.  Watch the full video of the intervie…,1281188928536576001,Rocky Road to Anfield,0.0,EPL,Liverpool,
,2020-07-09 11:30:16,Liverpool,57,78,Liverpool FC,United Kingdom,0,PowerPlatform_,#liverpoolfc OR #YNWA OR #LFC,"Power Platform provides great opportunities for #BusinessLeaders &amp; #YoungProfessionals to connect, swap skills &amp; lo… https://t.co/p7jp667H68",1281188920500400131,Power Platform,0.7717,EPL,Liverpool,
,2020-07-09 11:30:08,Liverpool,263,304,Liverpool FC,,0,Wiseking_Solo,#liverpoolfc OR #YNWA OR #LFC,"@StanChart @LFC #StandRed pls sponsor my education, wanna b celebrated too, never walk alone… https://t.co/vXohd4fWim",1281188887281401856,Wisekingsolomon,0.6124,EPL,Liverpool,
,2020-07-09 11:30:08,Liverpool,4216,562,Liverpool FC,Australia,0,LFC_Australia,#liverpoolfc OR #YNWA OR #LFC,Rivals. Read and weep. #RecordBreakers #Unbearables  #LFC https://t.co/ZW89PViKeE,1281188885578440704,Liverpool Australia - The L Files,-0.5719,EPL,Liverpool,
,2020-07-09 11:30:05,Liverpool,159,274,Liverpool FC,,40,BossHafsa,#liverpoolfc OR #YNWA OR #LFC,RT @LiverpoolFF: Alisson Becker has only lost one game at Anfield in his career!  It came 27 months ago... When he was playing for Roma aga…,1281188871888424963,HafsaTheBoss,-0.2003,EPL,Liverpool,
,2020-07-09 11:30:00,Liverpool,279133,2234,Liverpool FC,Liverpool,1,TheAnfieldWrap,#liverpoolfc OR #YNWA OR #LFC,🗣 Brighton &amp; Hove Albion 1 Liverpool 3: The Review | #Reaction | #LFC   Dissecting the finer details of Klopp’s app… https://t.co/0MW7YmGsMV,1281188852565069826,The Anfield Wrap,0.0,EPL,Liverpool,
,2020-07-09 11:29:42,Liverpool,857,4992,Liverpool FC,"Kidderminster, England",176,mattstride6697,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281188776291729411,Matthew,0.8176,EPL,Liverpool,
,2020-07-09 11:29:39,Liverpool,613,429,Liverpool FC,"Kumasi, Ghana",147,SaintCyrus2,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281188764291928067,🌟St.Cyrus💫,0.4574,EPL,Liverpool,
,2020-07-09 11:29:20,Liverpool,2244,773,Liverpool FC,,0,Burtytweets,#liverpoolfc OR #YNWA OR #LFC,‘Salah is hungry &amp; always fights for goals’ – Alisson salutes Liverpool forward amid 'selfish' accusations #LFC… https://t.co/H9dadikz57,1281188685648707585,Chris Burton,-0.6124,EPL,Liverpool,
,2020-07-09 11:29:18,Liverpool,72,278,Liverpool FC,🇬🇧,1,barkerr_matt,#liverpoolfc OR #YNWA OR #LFC,"RT @EJStockdale: Who is the best Premier League midfielder of all time?   RTs appreciated to get more votes, as this will be used in a podc…",1281188676463218690,Matt,0.8176,EPL,Liverpool,
,2020-07-09 11:29:10,Liverpool,281,229,Liverpool FC,"Imo, Nigeria",147,Symbolistik1,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281188643609214976,Symbol.Of.The.East🇳🇬🌍,0.4574,EPL,Liverpool,
,2020-07-09 11:29:10,Liverpool,194,1448,Liverpool FC,,151,herdayemmy,#liverpoolfc OR #YNWA OR #LFC,RT @Watch_LFC: Mo Salah for #LFC in the Premier League:   - 117 Games  - 75 Goals - 28 assists  103 goal involvements in 117 games.   World…,1281188642220900355,Adebayo Segun Emmy,0.0,EPL,Liverpool,
,2020-07-09 11:28:53,Liverpool,420,283,Liverpool FC,Sydney,0,twodoubles,#liverpoolfc OR #YNWA OR #LFC,a mini-coach in Turkey. #ynwa https://t.co/sZdBWNgEX6,1281188572595281920,Donn,0.0,EPL,Liverpool,
,2020-07-09 11:28:14,Liverpool,536,402,Liverpool FC,Anfield,176,afiqqayum,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281188408119812098,Afiq Qayum,0.8176,EPL,Liverpool,
,2020-07-09 11:28:04,Liverpool,537,583,Liverpool FC,"Birkenhead, England",112,cordyboa,#liverpoolfc OR #YNWA OR #LFC,RT @JamesPearceLFC: Do Liverpool need Thiago Alcantara? Where would he fit into Jurgen Klopp's team?  If Naby Keita can maintain the standa…,1281188364948037633,john caldicott,0.4329,EPL,Liverpool,
,2020-07-09 11:28:03,Liverpool,97,458,Liverpool FC,"Stratford-Upon-Avon, England",176,WillisJoshuaa,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281188361634545666,Joshua Willis,0.8176,EPL,Liverpool,
,2020-07-09 11:28:02,Liverpool,10774,1365,Liverpool FC,غينيا كوناكري - Liverpool,657,ibnebadawi,#liverpoolfc OR #YNWA OR #LFC,RT @JamesMilner: 3️⃣ points  3️⃣0️⃣ wins this season  4️⃣ games to go  #nicetobeback  #champions #ynwa https://t.co/RePhvZskmM,1281188359088594945,WOW ! it's UNBELIVERPOOL !,0.5719,EPL,Liverpool,
,2020-07-09 11:27:57,Liverpool,464,1415,Liverpool FC,"Uyo, Nigeria",19,Sam_the_gemini,#liverpoolfc OR #YNWA OR #LFC,RT @Reds_ENG: The Goal of Jordan Henderson for Liverpool in video ! 🎥🤯  #BHALIV #LFC 🔴https://t.co/8nsiHosjvA,1281188336196096000,JUNE 6TH😍🤩🤗,0.0,EPL,Liverpool,
,2020-07-09 11:27:52,Liverpool,7373,4002,Liverpool FC,"Durban, South Africa",0,Buntu_Bokweni,#liverpoolfc OR #YNWA OR #LFC,Can we get that 100 points tally Reds 🔴💯 #YNWA https://t.co/N7jA2SKe8O,1281188314503090176,IamBEE,0.0,EPL,Liverpool,
,2020-07-09 11:27:43,Liverpool,251,648,Liverpool FC,"New York, NY",176,Jmooney11,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281188277312249858,Jason Mooney,0.8176,EPL,Liverpool,
,2020-07-09 11:27:39,Liverpool,194,1448,Liverpool FC,,1251,herdayemmy,#liverpoolfc OR #YNWA OR #LFC,RT @JamesPearceLFC: Mohamed Salah the match-winner but fuming with himself at the end for missing the chance to complete a hat-trick. The m…,1281188259687776257,Adebayo Segun Emmy,-0.7469,EPL,Liverpool,
,2020-07-09 11:27:34,Liverpool,3216,3291,Liverpool FC,Somewhere over the Rainbow,0,jpwred316,#liverpoolfc OR #YNWA OR #LFC,"This guy has no idea about what a club means to a supporter. Speaking only for myself, I love #lfc to my core. We a… https://t.co/2LAoAQS8VQ",1281188238393315329,John Paul Walsh*,0.6249,EPL,Liverpool,
,2020-07-09 11:27:32,Liverpool,102,417,Liverpool FC,,12,georgebaker011,#liverpoolfc OR #YNWA OR #LFC,"RT @CraigEvans_LFC: Thanks to the generosity of supporters buying @mcveigh_owen t-shirts and products from @LFCRetail, £56,000 has been don…",1281188232294735873,GTBaker,0.8442,EPL,Liverpool,
,2020-07-09 11:27:03,Liverpool,70,466,Liverpool FC,,190,Akinola97063383,#liverpoolfc OR #YNWA OR #LFC,"RT @TheKop_com: Give credit where credits due, Tariq Lamptey looks a very decent player with bundles of potential. #LFC https://t.co/Zcs9lf…",1281188110219517959,Emmanuel,0.6249,EPL,Liverpool,
,2020-07-09 11:26:51,Liverpool,305,193,Liverpool FC,London,0,hendojon,#liverpoolfc OR #YNWA OR #LFC,"When the 1st #Wimbledon started 143 years ago today, #tennis was strictly amateur; #football, though, was on brink… https://t.co/jSlScpbWIs",1281188060122828800,Jon Henderson,0.6369,EPL,Liverpool,
,2020-07-09 11:26:50,Liverpool,4752,891,Liverpool FC,"लखनऊ, भारत",147,Mrityun02359258,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281188054896480256,मृत्युंजय नाथ मिश्रा जय श्री राम,0.4574,EPL,Liverpool,
,2020-07-09 11:26:32,Liverpool,3,66,Liverpool FC,,0,mangoisgodtier,#liverpoolfc OR #YNWA OR #LFC,The way in which Sadio Mane and Bobby Firmino are selfless ❤️✨🥰😍 #liverpoolfc,1281187978442752000,dante quintana 🌈✨,0.0,EPL,Liverpool,
,2020-07-09 11:26:27,Liverpool,883,471,Liverpool FC,"Liverpool, England",627,AzadFirdaus,#liverpoolfc OR #YNWA OR #LFC,RT @GWijnaldum: Happy to get the W tonight! 💪🏾💪🏾 On to the next 👊🏾🔴 #BHALIV #YNWA https://t.co/C7M20whURh,1281187960927354885,Азад Salah 💯,0.6114,EPL,Liverpool,
,2020-07-09 11:26:26,Liverpool,26,66,Liverpool FC,,147,Firozkh46754379,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187953411158017,Firozkhan,0.4574,EPL,Liverpool,
,2020-07-09 11:26:20,Liverpool,883,471,Liverpool FC,"Liverpool, England",657,AzadFirdaus,#liverpoolfc OR #YNWA OR #LFC,RT @JamesMilner: 3️⃣ points  3️⃣0️⃣ wins this season  4️⃣ games to go  #nicetobeback  #champions #ynwa https://t.co/RePhvZskmM,1281187928593403904,Азад Salah 💯,0.5719,EPL,Liverpool,
,2020-07-09 11:25:47,Liverpool,300,364,Liverpool FC,"Derby, England",1,EJStockdale,#liverpoolfc OR #YNWA OR #LFC,"Who is the best Premier League midfielder of all time?   RTs appreciated to get more votes, as this will be used in… https://t.co/Bhyty0dEni",1281187790592659457,Elliott Jacob Stockdale,0.8176,EPL,Liverpool,
,2020-07-09 11:25:39,Liverpool,17,115,Liverpool FC,,206,DanielKhalaf14,#liverpoolfc OR #YNWA OR #LFC,RT @BenWebbLFC: 92 points with four games left. 23 points ahead of 2nd. What a team this is.  Wasn’t that long ago we were fighting in the…,1281187759697195008,🏆🏆🏆🏆🏆🏆,-0.3612,EPL,Liverpool,
,2020-07-09 11:25:38,Liverpool,4,155,Liverpool FC,,627,MarkKay68651803,#liverpoolfc OR #YNWA OR #LFC,RT @GWijnaldum: Happy to get the W tonight! 💪🏾💪🏾 On to the next 👊🏾🔴 #BHALIV #YNWA https://t.co/C7M20whURh,1281187752122429442,Mark Kay,0.6114,EPL,Liverpool,
,2020-07-09 11:25:30,Liverpool,103,140,Liverpool FC,Lagos,147,BelloAjibola_09,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187718576340992,Bello Ajibola,0.4574,EPL,Liverpool,
,2020-07-09 11:25:16,Liverpool,560,447,Liverpool FC,Ibadan | Lagos,3,BABBAFEMI,#liverpoolfc OR #YNWA OR #LFC,"RT @theReal_SeyE: Piece on @GoalAfrica: On the evidence of their last two wins, Liverpool aren't letting up and are out to supplant Man Cit…",1281187660544069632,Babafemi 🍍,0.5719,EPL,Liverpool,
,2020-07-09 11:25:15,Liverpool,23,68,Liverpool FC,,0,PLFanPodcast,#liverpoolfc OR #YNWA OR #LFC,Who will be taking the golden glove home this year? 🤔  #NickPope @Alissonbecker  #Ederson   #GKUnion #GoldenGlove… https://t.co/feMT505TbA,1281187657889054720,PL Fan Podcast,0.0,EPL,Liverpool,
,2020-07-09 11:25:12,Liverpool,1,63,Liverpool FC,,0,mbongen51677161,#liverpoolfc OR #YNWA OR #LFC,@SkySportsPL His adapting good match #ynwa,1281187644039364608,mbongeni,0.4404,EPL,Liverpool,
,2020-07-09 11:25:06,Liverpool,864,519,Liverpool FC, Lagos,206,PhilixLfc,#liverpoolfc OR #YNWA OR #LFC,RT @BenWebbLFC: 92 points with four games left. 23 points ahead of 2nd. What a team this is.  Wasn’t that long ago we were fighting in the…,1281187619532136450,FABinho,-0.3612,EPL,Liverpool,
,2020-07-09 11:25:02,Liverpool,347,410,Liverpool FC,,147,Ibrahyazid2,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187603597930497,Ibrahyazid,0.4574,EPL,Liverpool,
,2020-07-09 11:24:57,Liverpool,189,758,Liverpool FC,,176,AndrewSexton86,#liverpoolfc OR #YNWA OR #LFC,RT @TheRedmenTV: ✅ Won the league ✅ Fastest team to win 30 games in 132 year history ✅ 92 points from 102 ✅ Salah - 100 goal contributions…,1281187582764777472,Andy Séby Sexton,0.8176,EPL,Liverpool,
,2020-07-09 11:24:49,Liverpool,17,91,Liverpool FC,,40,_azwanazhar,#liverpoolfc OR #YNWA OR #LFC,RT @LiverpoolFF: Alisson Becker has only lost one game at Anfield in his career!  It came 27 months ago... When he was playing for Roma aga…,1281187549776502784,Azwan. A,-0.2003,EPL,Liverpool,
,2020-07-09 11:24:38,Liverpool,518,1044,Liverpool FC,Warrenpoint Ireland,0,SteLaverty94,#liverpoolfc OR #YNWA OR #LFC,"Mo salah is the best LFC forward I've ever seen, maybe even the greatest PL forward. 100 goal contributions in 104… https://t.co/tDQgs1vKnr",1281187500585779203,Stephen Laverty (Premier League Champions 🏆),0.8555,EPL,Liverpool,
,2020-07-09 11:24:33,Liverpool,67,72,Liverpool FC,Malaysia,147,Kishanth072003,#liverpoolfc OR #YNWA OR #LFC,RT @StanChart: Use #StandRed in your Tweets of support for @LFC and we'll take them to the Trophy Celebrations at Anfield! CONGRATULATIONS…,1281187479358341121,S.KISHANTH,0.4574,EPL,Liverpool,
,2020-07-09 11:24:09,Liverpool,82233,2397,Liverpool FC,"Leeds, UK",2,TEAMtalk,#liverpoolfc OR #YNWA OR #LFC,RT @planetfutebol: There have been a lot. #LFC   https://t.co/rg1SdlEcE9,1281187380259688448,TEAMtalk,0.0,EPL,Liverpool,
,2020-07-09 11:24:07,Liverpool,357,593,Liverpool FC,Anfield road,40,abyanlakstian,#liverpoolfc OR #YNWA OR #LFC,RT @LiverpoolFF: Alisson Becker has only lost one game at Anfield in his career!  It came 27 months ago... When he was playing for Roma aga…,1281187370549665792,Fauzhanuari Lakstian,-0.2003,EPL,Liverpool,
