created_at,author_id,Tweet Point,Follows,Likes,text,keyword,label,unofficial,retweet_count
2022-09-13T23:58:10.000Z,1.44769788903212E+18,-0.296,1324.0,594.0,Dr alhammadi 22 They are also the graves of thousands of Slaves   BoycottQatar2022  Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T23:31:59.000Z,2986480875.0,-0.4515,697325.0,2907.0,DolapoAina  FIFAWorldCup  qatarairways  aviationafrica1 Can you find my missing bags  Or even Mr Akbar  Dear Akbar Al Baker redeem yourself and your awful airline staff  Return my bags asap 24 days  AkbarAlBakera  qrsupport  qatarairways  worldcup22live  FIFAWorldCup  DoNotUseQatarAirways  Qatar2022  QatarNews  AkbarAlBaker,qatar2022,1.0,0.0,65
2022-09-13T23:20:24.000Z,3133369339.0,0.0,465.0,177.0,If anyone knows anyone going to Qatar for the World Cup  and need tickets to group stage games   I have a few available and am open to discussing     Qatar2022  WorldCup2022,qatar2022,1.0,0.0,32
2022-09-13T23:08:07.000Z,4701157281.0,0.0,334.0,1524.0,67 DAYS TO GO      Qatar2022  FIFAWorldCup  Countdown,qatar2022,1.0,0.0,0
2022-09-13T23:07:02.000Z,1.52960754167136E+18,0.8475,760.0,1264.0,AlSultanBeach Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,176
2022-09-13T22:57:01.000Z,1.52960754167136E+18,0.8475,412.0,1144.0,alsafahotel Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,105
2022-09-13T22:55:09.000Z,16617077.0,-0.7003,156.0,161.0,We were given the wrong directions over and over  and the parking passes we had were for lots that didn t exist    Qatar s Biggest World Cup Stadium Opens With Big Problems     via  FOS  Qatar2022  WorldCup2022,qatar2022,1.0,0.0,206
2022-09-13T22:47:00.000Z,1.52960754167136E+18,0.8475,647.0,450.0,DohaAleph Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,147
2022-09-13T22:46:32.000Z,9.01347538359472E+17,0.7351,65.0,101.0,ArgEnQatar Beautiful  huge  yet  sustainable stadium  Is there anything else we could expect from  Qatar2022,qatar2022,1.0,0.0,0
2022-09-13T22:43:35.000Z,1.52960754167136E+18,0.8475,3291.0,3095.0,alnourplazalux Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,60
2022-09-13T22:35:46.000Z,2172471324.0,-0.128,2249.0,1331.0,Currently feeling like we need one of those glasses after waiting for months to a potentially bad jersey    usmnt  onlyforward  Qatar2022  WorldCup2022,qatar2022,1.0,0.0,1
2022-09-13T22:34:53.000Z,8.32003449202029E+17,-0.128,604.0,943.0,Currently feeling like we need one of those glasses after waiting for months to a potentially bad jersey    usmnt  onlyforward  Qatar2022  WorldCup2022,qatar2022,1.0,0.0,147
2022-09-13T22:13:28.000Z,1.52960754167136E+18,0.8475,153.0,105.0,DohaThe Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,176
2022-09-13T22:10:21.000Z,1.56680046881432E+18,0.4968,14632.0,145.0,MarketWatch Wall Street should not be able to predict things like that unless they re involved in monitoring things like that why are they looking to play the long short again we re still going to win  Qatar2022 we live in the goddamn grocery store but you don t want to buy,qatar2022,1.0,0.0,1
2022-09-13T22:04:02.000Z,1.21223498900732E+18,0.5859,70951.0,1179.0,Video  Joel Matip scores late winner for Liverpool in much needed win    breakingnews  bbcnews  bbc  FIFAWorldCup  Qatar2022  qatarnews  QueenElizabeth  bbnaija,qatar2022,1.0,0.0,0
2022-09-13T22:02:53.000Z,1.52960754167136E+18,0.8475,647.0,450.0,Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,627
2022-09-13T21:59:37.000Z,1.52960754167136E+18,0.8475,251.0,648.0,AlMessilaResort Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,0
2022-09-13T21:58:59.000Z,1.52960754167136E+18,0.8475,997.0,1208.0,AlMansourSuites Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,147
2022-09-13T21:58:33.000Z,1.52960754167136E+18,0.8475,95.0,366.0,almadina suites Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,176
2022-09-13T21:57:51.000Z,1.52960754167136E+18,0.8475,2723.0,2945.0,alliwansuites Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,297
2022-09-13T21:56:56.000Z,1.52960754167136E+18,0.8475,614.0,514.0,AlbustanHotelQA Here is a map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,242
2022-09-13T21:55:49.000Z,1.52960754167136E+18,0.8475,36.0,209.0,tivolihotels Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Over 170K views   Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,176
2022-09-13T21:54:32.000Z,1.52960754167136E+18,0.8356,537.0,583.0,AlAziziyahHotel Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,206
2022-09-13T21:53:30.000Z,1.52960754167136E+18,0.8356,420.0,366.0,AlMansourParkIn Here is a booze map I made for World Cup 2022 visitors looking to drink alcohol in Qatar  Feel free to share  Cheers  Qatar  WorldCup2022  Qatar2022  beer  FIFA  WorldCup  Alcohol,qatar2022,1.0,0.0,1
2022-09-13T21:48:27.000Z,161401279.0,0.8658,632.0,658.0,God please protect  KudusMohammedGH from yaanom  this worldcup  Qatar2022 brotherman for shine brighter  God when I say yaanom  abi u know dada    FIFAWorldCup  MohammedKudus,qatar2022,1.0,0.0,0
2022-09-13T21:43:48.000Z,1.53600202526318E+18,0.0,824.0,1095.0,Next   CBF Futebol    Qatar2022  WorldcupQatar2022  richarlison97  neymarjr,qatar2022,1.0,0.0,0
2022-09-13T21:39:18.000Z,1.0672166468158E+18,0.4466,2208.0,3065.0,Fase de Grupos  Qatar2022    2  0  2  2   GRUPO A           GRUPO B,qatar2022,1.0,0.0,147
2022-09-13T21:33:05.000Z,7.15240769825731E+17,0.0,980.0,2174.0,The road to  Qatar2022 will soon reach its destination  Goals will be scored  winners will be crowned  and amends must be made   FIFACom must compensate the workers and their families who suffered to make  WorldCup2022 happen   PayUpFIFA,qatar2022,1.0,0.0,206
2022-09-13T21:07:58.000Z,56739404.0,0.0,15.0,206.0,GaryLineker Still flying to  Qatar2022   Gaz  Or will you be staying at home and introduce from the studio,qatar2022,1.0,0.0,0
2022-09-13T21:07:54.000Z,1.56887994857997E+18,0.891,52.0,139.0,That Guy called Kudus Mohammed eh  God bless am waa  What a fantastic player    Qatar2022 I can t wait to watch him play  Ghanaians should be proud,qatar2022,1.0,0.0,0
2022-09-13T21:06:21.000Z,53106875.0,0.0,45838.0,1791.0,Goles en el 2 0 2 2     Delanteros convocados Selecci n Mexicana     Club y selecci n   1 4  Henry Mart n 1 3  Santiago Gim nez  1 0  Alexis Vega 0 8  Funes Mori 0 6  Ra l Jim nez 0 3  Hirving Lozano   SeleccionMexicana   Qatar2022   CopaDelMundo  WorldCup2022,qatar2022,1.0,0.0,1
2022-09-13T21:04:16.000Z,1.21223498900732E+18,0.0,17.0,1.0,Video  Bayern Munich fans  pre game reception for Robert Lewandowski    breakingnews  bbcnews  bbc  FIFAWorldCup  Qatar2022  qatarnews  QueenElizabeth  bbnaija,qatar2022,1.0,0.0,0
2022-09-13T20:53:14.000Z,245647162.0,0.7184,563.0,1163.0,I ll love to see  Calteck10 and  JeremieFrimpong playing for  GhanaBlackstars in the  FIFAWorldCup  Qatar2022  GhanaSoccerNet  Ghana,qatar2022,1.0,0.0,60
